date,pm2_5_mean,pm2_5_max,pm2_5_std,pm10,ozone,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,relative_humidity_2m,tavg,tmin,tmax,prcp,wspd,pres,fire_count,fire_frp_max,fire_frp_total
2024-02-16,100.14166666666668,135.0,29.283842060035447,146.22083333333333,216,66.13333333333334,21.241666666666667,2056.5,65.375,16.9,9.5,25.6,0.0,0.8,1019.8,12.0,11.01,34.82
2024-02-17,103.16666666666669,139.2,24.06617085683024,153.23333333333332,213,62.6125,23.03333333333333,1908.5,68.41666666666667,18.3,9.4,25.5,0.0,0.5,1015.5,9.0,7.79,26.68
2024-02-18,76.85833333333333,90.8,7.659147226152794,114.4625,120,17.349999999999998,17.770833333333332,859.9166666666666,72.25,17.2,10.2,20.0,0.0,5.3,1011.1,0.0,0.0,0.0
2024-02-19,53.31666666666666,72.9,9.744593447100565,94.58333333333331,138,16.95,13.695833333333333,551.7916666666666,78.16666666666667,19.4,13.6,23.5,0.0,11.9,1006.6,0.0,0.0,0.0
2024-02-20,48.74166666666667,68.9,11.897347774103734,77.27916666666667,99,24.254166666666663,10.258333333333333,696.875,83.83333333333333,17.2,15.0,21.0,0.0,3.2,1009.4,1.0,0.52,0.52
2024-02-21,48.05,64.5,9.004057056586262,79.96666666666667,141,29.308333333333334,12.525,742.0416666666666,73.16666666666667,16.6,10.5,23.0,0.0,0.9,1011.8,2.0,10.83,13.06
2024-02-22,36.05416666666667,63.1,10.853690182592745,57.50833333333333,142,24.52083333333333,9.433333333333334,721.5,58.16666666666666,16.7,10.0,23.6,0.0,2.6,1014.2,8.0,6.36,14.66
2024-02-23,37.72916666666666,53.9,10.7228921782636,56.92916666666667,144,29.5375,10.558333333333334,793.9583333333334,57.0,17.3,10.2,24.0,0.0,3.8,1016.2,8.0,8.0,31.34
2024-02-24,46.79583333333333,74.0,11.705646321203346,70.70416666666667,156,36.4125,14.716666666666669,1002.4583333333334,54.208333333333336,16.9,10.2,24.2,0.0,2.3,1016.5,4.0,5.62,10.74
2024-02-25,47.82916666666667,72.2,17.5084446498817,72.15833333333333,148,34.75,11.395833333333334,1100.8333333333333,59.333333333333336,17.1,10.0,23.5,0.0,0.8,1019.5,9.0,11.03,42.120000000000005
